kreds,gyldige stemmer i alt,gyldige brevstemmer i alt,ugyldige stemmer i alt (1+2),1. ugyldige stemmer afgivet på afstemningsstedet (1a-1n),1a. blanke,1b. andet mærke end kryds i stedet for kryds,1c. helt eller delvist overstreget,1d. kryds i flere partifelter,1e. kryds rækker ind i flere partifelter,1f. kryds ud for ordene uden for partierne,"1g. overstreget, udvisket eller halvt kryds",1h. kryds uden for partifelterne,1i. andre grunde til tvivl om vælgerens stemmafgivning,1j. stemmeseddel ikke udleveret på afstemningsstedet,1k. andet mærke end kryds foruden kryds,1l. anført mere end tre kryds,"1m. stemmeseddel med tegning, på skrift eller klæbning","1n. afm. m. forskell. farver, iturevet mv., andet særpræg",2. ugyldige brevstemmer (2a-2l),2a. blanke,2b. kun navn på ikke opstillet person eller tillige usikker uofficiel bogstavsbetegnelse,2c. kun anført uofficiel bogstavbetegnelse på ét bogstav,2d. kun anført usikker uofficiel bogstavbetegnelse på flere bogstaver,2e. kun anført kryds,"2f. modstrid vedrørende bogstavbetegnelse, partinavn, personnavn",2g. andre grunde til tvivl om vælgers stemmeafgivning,2h. andet eller mere end én stemmeseddel i konvolutten,2i. stemmeseddel ikke tilvejebragt af ministeren,2j. konvolut med påskrift eller påklæbning,"2k. stemmeseddel med tegning, påskrift eller påklæbning","2l. udfyldt på bagsiden, iturevet mv., andet særpræg",ikke i betragtning tagne brevstemmer (3a-3g),3a. afsenderen var ikke opført på valglisten,3b. afsenderen var død inden valgdagen,3c. yderkuverten indeholdt flere end ét følgebrev og én konvolut,3d. stemmematerialet var ikke det af ministeren tilvejebragte,3e. den foreskrevne fremgangsmåde ved stemmeafgivning har ikke været fulgt,3f. brevstemmen var ikke afgivet indenfor de i loven nævnte frister,3g. vælgeren har afgivet mere end en brevstemme,for sent modtagne brevstemmer,antal vælgere
St./Krogager,909,40,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1057
Grindsted,621,26,9,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,786
Hejnsvig,851,42,12,11,8,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1012
Brørup,3667,121,32,29,23,3,0,1,0,0,0,1,0,0,0,0,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4378
Lindknud,1269,66,25,22,21,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1507
Holsted,1096,46,7,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1346
Føvling,513,13,6,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,583
Glejbjerg,41067,2200,473,427,346,16,3,13,7,0,12,6,0,0,10,1,10,3,46,12,5,5,0,1,11,11,0,0,0,0,1,4,2,2,0,0,0,0,0,0,49567
Hovborg,4025,278,40,35,30,0,0,1,0,0,3,1,0,0,0,0,0,0,5,1,0,1,0,0,0,3,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4700
Rødding,1428,50,13,12,8,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1732
Sdr. Hygum,1312,61,27,25,23,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1571
Jels,637,33,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,764
Lintrup,597,18,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,684
Skodborg,6396,360,78,69,57,2,0,0,1,0,3,0,0,0,2,1,3,0,9,2,0,0,0,0,3,3,0,0,0,0,1,..,..,..,..,..,..,..,..,..,7921
Københoved,1224,43,11,11,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1504
Øster Lindet,3372,220,38,34,23,0,0,0,5,0,1,0,0,0,4,0,1,0,4,2,0,1,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4051
Vejen,510,16,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,613
Læborg,2100,115,29,26,21,1,1,0,1,0,0,1,0,0,1,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2635
Askov-Malt,709,27,11,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,842
Andst,751,18,7,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,922
Gesten,347,17,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,422
Bække,2116,96,34,30,22,0,0,6,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2611
8. VEJLE NORD,562,17,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,679
Skibet Hallen Nord,1596,95,25,23,18,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1915
Give Nord,454,21,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,525
Thyregod Nord,1071,40,15,13,9,1,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1310
Gadbjerg Nord,303,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,345
Givskud Nord,479,22,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,578
Grønbjerg Nord,5339,389,62,53,41,3,1,2,0,0,2,3,0,0,0,0,1,0,9,3,2,1,0,1,0,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,6638
Lindeballe Nord,460,20,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,524
Øster Nykirke Nord,2117,123,18,17,15,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2360
Jelling Nord,940,30,6,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1083
Kollerup-Sandvad Nord,971,33,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1124
Grejs Nord,1251,51,11,10,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1514
Bredsten Nord,33700,2087,337,306,255,14,1,9,2,0,1,4,0,0,7,1,11,1,31,17,3,1,0,0,9,1,0,0,0,0,0,21,3,3,0,0,10,0,5,0,39038
Nørup Nord,1649,126,15,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1775
Vandel Nord,3715,247,32,28,21,2,0,4,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4445
Nørremarkshallen Nord,1469,67,11,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1724
Engum Nord,808,35,8,7,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,957
Hældagerhallen Nord,743,37,6,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,861
Grejsdalen Nord,647,19,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,751
Multihallen v. Petersmindeskol,333,15,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,365
9. VEJLE SYD,1006,39,13,12,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1226
Brejning Syd,2814,175,36,32,23,2,0,0,2,0,1,1,0,0,2,1,0,0,4,2,0,0,0,0,1,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3200
Børkop Syd,1092,36,16,16,12,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1298
Gårslev Syd,995,43,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1123
Smidstrup Syd,1424,77,25,24,20,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1634
Ødsted Syd,1086,57,15,14,12,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1236
Egtved Syd,967,40,19,19,16,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1117
Jerlev Syd,3809,242,32,30,24,2,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4669
Øster Starup Syd,1177,78,16,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1345
DGI-Huset Syd,5655,471,41,35,29,4,1,1,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,6294
Multihuset Højen Syd,1588,106,19,16,12,2,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,1,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1882
Vinding Idræts Center Syd,2723,177,17,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3136
Mølholmhallen Syd,35459,2559,476,421,330,38,1,21,2,0,2,4,0,0,5,0,17,1,55,23,6,9,1,4,5,1,0,1,0,3,2,33,14,0,0,1,12,0,6,0,43009
Kvartershuset Syd,1953,146,30,23,19,2,0,0,0,0,0,0,0,0,0,0,2,0,7,6,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2403
CSV - Vejle Syd,3961,205,52,48,38,5,0,2,2,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4675
Rødkilde Gymnasium Syd,1420,66,11,10,5,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,1592
10. FREDERICIA,1400,65,21,20,14,1,0,1,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1677
Gymnasiet,1288,71,17,16,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1430
Bredstrup-Pjedsted,2267,154,24,21,18,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,..,..,..,..,..,..,..,..,..,2712
Erritsø,663,38,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,730
Herslev,1288,82,17,16,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1476
Taulov,8467,801,133,109,82,11,0,10,0,0,0,0,0,0,2,0,4,0,24,7,2,6,0,3,2,0,0,1,0,2,1,..,..,..,..,..,..,..,..,..,11270
Søndermarken,823,37,18,18,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,936
Bøgeskov,3112,255,30,24,18,2,0,1,0,0,0,1,0,0,0,0,1,1,6,2,3,0,1,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3531
Indre By,2405,191,17,13,10,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2681
11. KOLDING NORD,1883,107,29,28,24,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2271
Centrum Nord,1720,117,18,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2068
Nordbyen,2809,224,55,53,39,5,0,2,0,0,1,0,0,0,1,0,5,0,2,1,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3557
Vestbyen,30790,2206,446,379,313,3,8,20,2,0,5,4,0,0,1,0,22,1,67,17,11,5,5,5,7,9,1,5,0,2,0,0,0,0,0,0,0,0,0,0,38030
Strandhuse/Nr. Bjert/ Eltang,8481,601,150,134,109,1,2,8,1,0,0,2,0,0,1,0,10,0,16,0,7,2,0,2,1,0,0,4,0,0,0,..,..,..,..,..,..,..,..,..,10803
Bramdrupdam,969,54,8,8,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1126
Alminde-Viuf/Vester Nebel,6323,471,63,47,37,1,3,3,0,0,0,0,0,0,0,0,2,1,16,5,2,0,4,0,2,2,0,0,0,1,0,..,..,..,..,..,..,..,..,..,7253
Lunderskov/Jordrup,515,19,9,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,599
12. KOLDING SYD,3481,186,39,35,32,0,1,1,0,0,1,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,4013
Centrum Syd,6083,503,96,81,69,1,2,6,1,0,0,0,0,0,0,0,2,0,15,6,0,0,1,3,0,4,1,0,0,0,0,..,..,..,..,..,..,..,..,..,7843
Sydbyen,1304,83,10,8,6,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1471
Seest,3634,289,71,57,45,0,0,0,0,0,4,1,0,0,0,0,7,0,14,3,1,2,0,0,4,3,0,1,0,0,0,..,..,..,..,..,..,..,..,..,4922
Dalby/Tved/Rebæk,26281,2021,294,260,191,21,1,12,2,0,7,0,0,0,4,4,17,1,34,15,3,0,1,0,7,4,2,0,0,2,0,17,11,0,0,0,1,0,5,0,31469
S Bjert/S Stenderup/Vejstrup,4460,562,75,61,46,3,0,2,2,0,2,0,0,0,3,0,2,1,14,9,2,0,0,0,1,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5659
Vonsild,2662,194,41,38,21,13,0,1,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3615
Vamdrup/Hjarup/Ødis,3350,224,28,25,16,2,0,4,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,4177
Chr.Feld/Stepping/Taps/Hejls,5563,447,49,43,37,0,0,3,0,0,0,0,0,0,0,0,3,0,6,2,0,0,0,0,2,0,1,0,0,1,0,..,..,..,..,..,..,..,..,..,6199
13. HADERSLEV,3501,224,34,29,22,1,0,0,0,0,1,0,0,0,1,0,4,0,5,1,0,0,0,0,2,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3998
Gram,3157,155,33,33,27,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3622
Arnum,3588,215,34,31,22,1,0,1,0,0,3,0,0,0,0,0,4,0,3,1,0,0,1,0,0,0,1,0,0,0,0,..,..,..,..,..,..,..,..,..,4199
Tiset,29699,1878,304,271,212,14,8,9,1,0,10,1,0,0,5,0,9,2,33,12,2,3,2,2,6,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,35528
Fole,3598,272,54,44,34,5,0,1,0,0,2,0,0,0,2,0,0,0,10,3,2,0,1,0,2,0,0,0,0,2,0,..,..,..,..,..,..,..,..,..,4775
Haderslev Syd-Vest,5356,377,61,54,41,3,1,2,0,0,2,0,0,0,1,0,4,0,7,3,0,1,0,0,2,0,1,0,0,0,0,..,..,..,..,..,..,..,..,..,6550
Haderslev Syd,3933,246,41,38,27,0,3,3,0,0,2,0,0,0,0,0,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4493
Haderslev Midtby,3020,273,27,23,20,0,0,1,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,1,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3387
Haderslev Vest,2962,158,18,17,12,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3396
Sommersted,2002,139,23,19,15,1,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,2,0,1,0,0,1,0,0,0,0,..,..,..,..,..,..,..,..,..,2306
Haderslev Nord,4540,227,48,46,35,2,2,1,0,0,4,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5493
Haderslev Øst,4288,186,32,30,28,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,5128
Moltrup,34171,2315,467,429,344,35,0,12,9,0,6,4,0,0,2,3,9,5,38,11,7,2,1,2,6,3,0,1,0,4,1,20,0,2,0,9,5,1,3,0,41541
Hoptrup,1756,130,29,27,22,0,0,0,2,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,2248
Vilstrup,531,19,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,662
Kelstrup,166,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,215
Vonsbæk,251,10,4,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,297
Aastrup,2212,164,34,34,23,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2632
Øsby,1752,110,26,25,14,3,0,1,1,0,2,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2223
Aarø,2515,216,33,30,25,2,0,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3270
Marstrup,2706,217,36,33,29,1,0,0,1,0,0,1,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3195
Halk,864,46,8,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1062
Fjelstrup,1973,182,27,25,22,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,..,..,..,..,..,..,..,..,..,2450
Bevtoft,1626,163,25,21,15,2,0,1,0,0,1,0,0,0,0,1,0,1,4,1,1,0,0,0,1,0,0,1,0,0,0,..,..,..,..,..,..,..,..,..,1963
Vojens Øst,338,22,9,9,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,402
Vojens Vest,759,54,10,9,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,938
Skrydstrup,1818,137,20,20,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2064
Hammelev,491,14,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,564
Jegerup,322,38,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,372
Simmersted,276,16,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,323
Nustrup,1094,86,17,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,1,0,0,0,0,1,1,..,..,..,..,..,..,..,..,..,1266
Oksenvad,945,53,14,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1105
Vedsted,121,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,140
Over Jerstal,578,37,7,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,667
MIDTJYLLAND-NORDJYLLAND,451,23,7,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,528
ØSTJYLLANDS STORKREDS,823,28,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,968
1. ÅRHUS SYD,778,42,16,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,..,..,..,..,..,..,..,..,..,983
Frederiksbjerg Hallerne,2252,141,29,27,19,0,0,5,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2736
Lokalcenter Fr.Bjerg/Langenæs,1953,147,26,25,22,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2500
"Rundhøjhallen, Holme",641,35,6,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,762
"Kragelundskolen, Højbjerg",976,52,16,14,13,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1122
Tranbjerg Skole,320,11,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,382
Beder Skole,472,15,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,551
Malling Skole,737,24,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,883
Mårslet Skole,370,13,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,448
Solbjergskolen,516,22,9,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,618
Skåde Skole,788,37,15,13,11,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1002
2. ÅRHUS VEST,1186464,87481,12188,10715,8690,483,81,388,50,6,121,89,18,4,213,50,475,47,1473,597,151,72,22,87,266,81,17,18,9,146,7,740,142,18,7,94,235,4,240,0,1412665
"Rosenvangskolen, Viby J",496062,40308,5169,4498,3730,155,25,143,25,5,59,46,1,4,52,15,213,25,671,275,69,35,13,50,106,32,2,8,8,72,1,432,105,8,6,43,116,0,154,0,584347
Viby Hallen,51247,4795,490,420,327,26,2,13,0,0,5,2,0,3,7,1,26,8,70,39,4,3,0,4,7,1,1,0,2,9,0,60,21,0,0,4,12,0,23,0,58277
Ormslev Præstegård,12245,1246,118,99,69,7,2,7,0,0,1,1,0,0,0,0,12,0,19,11,0,1,0,1,1,0,1,0,0,4,0,..,..,..,..,..,..,..,..,..,13768
Hasselager Hallen,5349,522,68,59,49,4,0,1,0,0,2,0,0,0,1,0,2,0,9,8,0,0,0,0,0,0,0,0,1,0,0,..,..,..,..,..,..,..,..,..,6327
"Højvangskolen, Stavtrup",5458,623,52,46,42,0,0,2,0,0,0,0,0,0,0,1,1,0,6,3,0,0,0,1,1,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,6354
"Brabrandhallen, Brabrand",3658,402,32,26,18,3,0,0,0,0,0,1,0,0,0,0,4,0,6,4,0,1,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4200
Globus 1,6442,457,62,57,41,4,0,0,0,0,2,0,0,3,0,0,1,6,5,2,2,1,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,7442
Skjoldhøjskolen,3163,263,26,19,15,0,0,1,0,0,0,0,0,0,1,0,1,1,7,2,0,0,0,0,1,1,0,0,1,2,0,..,..,..,..,..,..,..,..,..,3493
